	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	dataset	prior	confidence+prior
9944	traditionally,	Cola.well-formed	26.0	6744.0	22.0	0.846	1.204	0.0	1.931	Cola	0.703	84.6 (70.3)
14313	only,	SUBJ.objective	117.0	4485.0	99.0	0.846	1.698	0.005	3.26	SUBJ	0.498	84.6 (49.8)
14312	significantly,	SUBJ.objective	26.0	4485.0	22.0	0.846	1.698	0.001	3.26	SUBJ	0.498	84.6 (49.8)
9522	likewise,	MRPC.paraphrase	122.0	2753.0	103.0	0.844	1.25	0.005	2.084	MRPC	0.675	84.4 (67.5)
4790	realistically,	Verifiability.unverifiable	102.0	4459.0	86.0	0.843	1.2	0.002	1.896	Verifiability	0.703	84.3 (70.3)
14314	regardless,	SUBJ.subjective	38.0	4514.0	32.0	0.842	1.679	0.001	3.156	SUBJ	0.502	84.2 (50.2)
14315	once,	SUBJ.objective	25.0	4485.0	21.0	0.84	1.685	0.001	3.135	SUBJ	0.498	84.0 (49.8)
8012	hence,	PersuasivenessEloquence.low	25.0	600.0	21.0	0.84	1.142	0.003	1.654	PersuasivenessEloquence	0.735	84.0 (73.5)
11451	overall,	SST-2.positive	2009.0	33784.0	1687.0	0.84	1.507	0.009	2.762	SST-2	0.557	84.0 (55.7)
14316	though,	SUBJ.subjective	56.0	4514.0	47.0	0.839	1.673	0.002	3.101	SUBJ	0.502	83.9 (50.2)
12047	furthermore	QQP.not-duplicate	179.0	206126.0	150.0	0.838	1.329	0.0	2.28	QQP	0.631	83.8 (63.1)
5308	by_comparison,	Formality.high	24.0	1964.0	20.0	0.833	1.729	0.002	3.108	Formality	0.482	83.3 (48.2)
9945	otherwise,	Cola.well-formed	30.0	6744.0	25.0	0.833	1.185	0.0	1.782	Cola	0.703	83.3 (70.3)
11444	truthfully,	SST-2.negative	42.0	26831.0	35.0	0.833	1.883	0.0	3.344	SST-2	0.443	83.3 (44.3)
5599	personally,	Informativeness.low	36.0	2246.0	30.0	0.833	1.552	0.003	2.779	Informativeness	0.537	83.3 (53.7)
4796	otherwise,	Verifiability.unverifiable	30.0	4459.0	25.0	0.833	1.186	0.001	1.784	Verifiability	0.703	83.3 (70.3)
8255	moreover	PersuasivenessPremiseType.common_knowledge	42.0	442.0	35.0	0.833	1.201	0.009	1.837	PersuasivenessPremiseType	1.0	83.3 (100.0)
11454	altogether,	SST-2.positive	1572.0	33784.0	1306.0	0.831	1.491	0.007	2.616	SST-2	0.557	83.1 (55.7)
5309	locally,	Formality.high	59.0	1964.0	49.0	0.831	1.723	0.005	3.056	Formality	0.482	83.1 (48.2)
4800	again,	Verifiability.unverifiable	100.0	4459.0	83.0	0.83	1.181	0.002	1.749	Verifiability	0.703	83.0 (70.3)
6322	together,	EmoBankValence.high	35.0	2501.0	29.0	0.829	1.92	0.002	3.315	EmoBankV	0.432	82.9 (43.2)
7930	for_instance	PersuasivenessSpecificity.high	29.0	260.0	24.0	0.828	1.802	0.019	3.136	PersuasivenessSpecificity	0.459	82.8 (45.9)
13879	but	CR.positive	29.0	2151.0	24.0	0.828	1.305	0.002	2.122	CR	0.634	82.8 (63.4)
5601	admittedly,	Informativeness.low	29.0	2246.0	24.0	0.828	1.542	0.002	2.687	Informativeness	0.537	82.8 (53.7)
5604	also,	Informativeness.low	91.0	2246.0	75.0	0.824	1.535	0.006	2.634	Informativeness	0.537	82.4 (53.7)
12048	similarly,	QQP.not-duplicate	2956.0	206126.0	2435.0	0.824	1.306	0.002	2.096	QQP	0.631	82.4 (63.1)
4802	sometimes,	Verifiability.unverifiable	34.0	4459.0	28.0	0.824	1.172	0.001	1.685	Verifiability	0.703	82.4 (70.3)
5605	in_the_meantime,	Informativeness.low	68.0	2246.0	56.0	0.824	1.534	0.005	2.625	Informativeness	0.537	82.4 (53.7)
13880	otherwise,	CR.positive	28.0	2151.0	23.0	0.821	1.295	0.002	2.049	CR	0.634	82.1 (63.4)
9950	theoretically,	Cola.well-formed	28.0	6744.0	23.0	0.821	1.169	0.0	1.664	Cola	0.703	82.1 (70.3)
11455	in_the_meantime,	SST-2.positive	201.0	33784.0	165.0	0.821	1.473	0.001	2.471	SST-2	0.557	82.1 (55.7)
14320	supposedly,	SUBJ.objective	67.0	4485.0	55.0	0.821	1.647	0.002	2.801	SUBJ	0.498	82.1 (49.8)
12049	technically,	QQP.not-duplicate	117.0	206126.0	96.0	0.821	1.301	0.0	2.058	QQP	0.631	82.1 (63.1)
6331	instead,	EmoBankValence.low	39.0	3293.0	32.0	0.821	1.444	0.002	2.405	EmoBankV	0.568	82.1 (56.8)
11456	anyway,	SST-2.positive	209.0	33784.0	171.0	0.818	1.468	0.001	2.435	SST-2	0.557	81.8 (55.7)
4804	perhaps,	Verifiability.unverifiable	55.0	4459.0	45.0	0.818	1.164	0.001	1.635	Verifiability	0.703	81.8 (70.3)
12050	well,	QQP.not-duplicate	1019.0	206126.0	832.0	0.816	1.295	0.001	2.013	QQP	0.631	81.6 (63.1)
7356	only,	EmoBankDominance.low	38.0	4411.0	31.0	0.816	1.33	0.001	2.098	EmoBankD	0.613	81.6 (61.3)
14321	but	SUBJ.objective	130.0	4485.0	106.0	0.815	1.636	0.005	2.717	SUBJ	0.498	81.5 (49.8)
5904	strangely,	Implicature.low	27.0	2231.0	22.0	0.815	1.53	0.002	2.524	Implicature	0.533	81.5 (53.3)
13883	lastly,	CR.positive	27.0	2151.0	22.0	0.815	1.285	0.001	1.976	CR	0.634	81.5 (63.4)
6333	only,	EmoBankValence.low	27.0	3293.0	22.0	0.815	1.434	0.001	2.331	EmoBankV	0.568	81.5 (56.8)
9953	still,	Cola.well-formed	48.0	6744.0	39.0	0.813	1.156	0.001	1.584	Cola	0.703	81.3 (70.3)
4806	generally,	Verifiability.unverifiable	48.0	4459.0	39.0	0.812	1.156	0.001	1.586	Verifiability	0.703	81.2 (70.3)
11457	remarkably,	SST-2.positive	80.0	33784.0	65.0	0.812	1.458	0.0	2.361	SST-2	0.557	81.2 (55.7)
9517	elsewhere,	MRPC.not-paraphrase	37.0	1323.0	30.0	0.811	2.498	0.004	3.57	MRPC	0.325	81.1 (32.5)
7357	currently,	EmoBankDominance.low	37.0	4411.0	30.0	0.811	1.322	0.001	2.043	EmoBankD	0.613	81.1 (61.3)
6327	in_the_meantime,	EmoBankValence.high	47.0	2501.0	38.0	0.809	1.873	0.003	2.968	EmoBankV	0.432	80.9 (43.2)
8019	by_doing_this,	PersuasivenessEloquence.low	26.0	600.0	21.0	0.808	1.098	0.002	1.376	PersuasivenessEloquence	0.735	80.8 (73.5)
5315	however	Formality.low	26.0	2111.0	21.0	0.808	1.559	0.002	2.506	Formality	0.518	80.8 (51.8)
14128	apparently,	SICKE.neutral	26.0	2818.0	21.0	0.808	1.433	0.001	2.269	SICKE	0.564	80.8 (56.4)
11458	luckily,	SST-2.positive	26.0	33784.0	21.0	0.808	1.449	0.0	2.302	SST-2	0.557	80.8 (55.7)
9955	amazingly,	Cola.well-formed	57.0	6744.0	46.0	0.807	1.148	0.001	1.539	Cola	0.703	80.7 (70.3)
6328	locally,	EmoBankValence.high	88.0	2501.0	71.0	0.807	1.869	0.006	2.942	EmoBankV	0.432	80.7 (43.2)
12053	truthfully,	QQP.not-duplicate	196.0	206126.0	158.0	0.806	1.278	0.0	1.905	QQP	0.631	80.6 (63.1)
11460	here,	SST-2.positive	303.0	33784.0	244.0	0.805	1.445	0.001	2.273	SST-2	0.557	80.5 (55.7)
11450	lately,	SST-2.negative	41.0	26831.0	33.0	0.805	1.818	0.0	2.856	SST-2	0.443	80.5 (44.3)
5600	currently,	Informativeness.high	46.0	1938.0	37.0	0.804	1.737	0.004	2.744	Informativeness	0.463	80.4 (46.3)
4813	theoretically,	Verifiability.unverifiable	96.0	4459.0	77.0	0.802	1.142	0.002	1.502	Verifiability	0.703	80.2 (70.3)
14322	sadly,	SUBJ.subjective	136.0	4514.0	109.0	0.801	1.598	0.005	2.51	SUBJ	0.502	80.1 (50.2)
12054	likewise,	QQP.not-duplicate	4930.0	206126.0	3951.0	0.801	1.271	0.003	1.86	QQP	0.631	80.1 (63.1)
5602	by_comparison,	Informativeness.high	30.0	1938.0	24.0	0.8	1.727	0.002	2.684	Informativeness	0.463	80.0 (46.3)
14323	on_the_contrary,	SUBJ.subjective	40.0	4514.0	32.0	0.8	1.595	0.001	2.492	SUBJ	0.502	80.0 (50.2)
6826	presently,	EmoBankArousal.low	30.0	3169.0	24.0	0.8	1.554	0.001	2.425	EmoBankA	0.515	80.0 (51.5)
7358	initially,	EmoBankDominance.low	30.0	4411.0	24.0	0.8	1.304	0.001	1.933	EmoBankD	0.613	80.0 (61.3)
7359	for_instance	EmoBankDominance.low	35.0	4411.0	28.0	0.8	1.304	0.001	1.933	EmoBankD	0.613	80.0 (61.3)
5603	yet,	Informativeness.high	25.0	1938.0	20.0	0.8	1.727	0.002	2.684	Informativeness	0.463	80.0 (46.3)
4815	so,	Verifiability.unverifiable	90.0	4459.0	72.0	0.8	1.139	0.001	1.487	Verifiability	0.703	80.0 (70.3)
13886	anyway,	CR.positive	60.0	2151.0	48.0	0.8	1.262	0.003	1.829	CR	0.634	80.0 (63.4)
9957	clearly,	Cola.well-formed	65.0	6744.0	52.0	0.8	1.138	0.001	1.485	Cola	0.703	80.0 (70.3)
4752	coincidentally,	Verifiability.experiential	25.0	900.0	20.0	0.8	5.641	0.003	4.291	Verifiability	0.142	80.0 (14.2)
12056	in_particular,	QQP.not-duplicate	1195.0	206126.0	955.0	0.799	1.267	0.001	1.839	QQP	0.631	79.9 (63.1)
14129	suddenly,	SICKE.neutral	104.0	2818.0	83.0	0.798	1.416	0.005	2.161	SICKE	0.564	79.8 (56.4)
4816	absolutely,	Verifiability.unverifiable	420.0	4459.0	335.0	0.798	1.135	0.006	1.469	Verifiability	0.703	79.8 (70.3)
11461	by_doing_this,	SST-2.positive	74.0	33784.0	59.0	0.797	1.431	0.0	2.184	SST-2	0.557	79.7 (55.7)
12058	perhaps,	QQP.not-duplicate	113.0	206126.0	90.0	0.796	1.263	0.0	1.815	QQP	0.631	79.6 (63.1)
11452	honestly,	SST-2.negative	122.0	26831.0	97.0	0.795	1.796	0.001	2.72	SST-2	0.443	79.5 (44.3)
9958	inevitably,	Cola.well-formed	39.0	6744.0	31.0	0.795	1.131	0.0	1.448	Cola	0.703	79.5 (70.3)
9959	suddenly,	Cola.well-formed	384.0	6744.0	305.0	0.794	1.13	0.004	1.444	Cola	0.703	79.4 (70.3)
6337	by_then	EmoBankValence.low	53.0	3293.0	42.0	0.792	1.394	0.002	2.08	EmoBankV	0.568	79.2 (56.8)
14325	essentially,	SUBJ.objective	129.0	4485.0	102.0	0.791	1.587	0.004	2.397	SUBJ	0.498	79.1 (49.8)
7362	sadly,	EmoBankDominance.low	43.0	4411.0	34.0	0.791	1.289	0.001	1.847	EmoBankD	0.613	79.1 (61.3)
7363	supposedly,	EmoBankDominance.low	43.0	4411.0	34.0	0.791	1.289	0.001	1.847	EmoBankD	0.613	79.1 (61.3)
5608	coincidentally,	Informativeness.high	52.0	1938.0	41.0	0.788	1.702	0.004	2.538	Informativeness	0.463	78.8 (46.3)
14130	coincidentally,	SICKE.neutral	33.0	2818.0	26.0	0.788	1.398	0.001	2.057	SICKE	0.564	78.8 (56.4)
5609	locally,	Informativeness.high	61.0	1938.0	48.0	0.787	1.699	0.005	2.519	Informativeness	0.463	78.7 (46.3)
9962	now,	Cola.well-formed	42.0	6744.0	33.0	0.786	1.118	0.0	1.386	Cola	0.703	78.6 (70.3)
5316	perhaps,	Formality.high	28.0	1964.0	22.0	0.786	1.63	0.002	2.418	Formality	0.482	78.6 (48.2)
4550	normally,	Emergent.for	28.0	1108.0	22.0	0.786	1.656	0.004	2.452	Emergent	0.475	78.6 (47.5)
12059	ideally,	QQP.not-duplicate	335.0	206126.0	263.0	0.785	1.245	0.0	1.719	QQP	0.631	78.5 (63.1)
14326	initially,	SUBJ.objective	51.0	4485.0	40.0	0.784	1.574	0.002	2.326	SUBJ	0.498	78.4 (49.8)
12060	on_the_other_hand	QQP.not-duplicate	51.0	206126.0	40.0	0.784	1.244	0.0	1.713	QQP	0.631	78.4 (63.1)
12061	otherwise,	QQP.not-duplicate	37.0	206126.0	29.0	0.784	1.243	0.0	1.708	QQP	0.631	78.4 (63.1)
14327	suddenly,	SUBJ.objective	78.0	4485.0	61.0	0.782	1.569	0.002	2.302	SUBJ	0.498	78.2 (49.8)
4824	presumably,	Verifiability.unverifiable	55.0	4459.0	43.0	0.782	1.113	0.001	1.363	Verifiability	0.703	78.2 (70.3)
9966	supposedly,	Cola.well-formed	224.0	6744.0	175.0	0.781	1.111	0.002	1.358	Cola	0.703	78.1 (70.3)
8024	undoubtedly,	PersuasivenessEloquence.low	32.0	600.0	25.0	0.781	1.062	0.002	1.21	PersuasivenessEloquence	0.735	78.1 (73.5)
4551	later,	Emergent.for	114.0	1108.0	89.0	0.781	1.645	0.015	2.396	Emergent	0.475	78.1 (47.5)
3443	incidentally,	SwitchBoard.Yes-No-Question	41.0	2932.0	32.0	0.78	5.602	0.001	3.921	SwitchBoard	0.145	78.0 (14.5)
12062	ultimately,	QQP.not-duplicate	59.0	206126.0	46.0	0.78	1.236	0.0	1.676	QQP	0.631	78.0 (63.1)
14329	luckily,	SUBJ.objective	27.0	4485.0	21.0	0.778	1.561	0.001	2.257	SUBJ	0.498	77.8 (49.8)
6829	curiously,	EmoBankArousal.low	27.0	3169.0	21.0	0.778	1.51	0.001	2.183	EmoBankA	0.515	77.8 (51.5)
6342	truthfully,	EmoBankValence.low	36.0	3293.0	28.0	0.778	1.368	0.001	1.942	EmoBankV	0.568	77.8 (56.8)
5321	unsurprisingly,	Formality.high	27.0	1964.0	21.0	0.778	1.614	0.002	2.331	Formality	0.482	77.8 (48.2)
9969	afterward	Cola.well-formed	135.0	6744.0	105.0	0.778	1.106	0.001	1.337	Cola	0.703	77.8 (70.3)
4825	first,	Verifiability.unverifiable	27.0	4459.0	21.0	0.778	1.107	0.0	1.338	Verifiability	0.703	77.8 (70.3)
5905	instead,	Implicature.high	36.0	1958.0	28.0	0.778	1.664	0.003	2.397	Implicature	0.467	77.8 (46.7)
1	for_instance	PDTB.Expansion	231.0	7633.0	179.0	0.775	1.906	0.005	2.636	PDTB	0.234	77.5 (23.4)
5322	instead,	Formality.high	31.0	1964.0	24.0	0.774	1.606	0.002	2.294	Formality	0.482	77.4 (48.2)
14333	apparently,	SUBJ.objective	62.0	4485.0	48.0	0.774	1.553	0.002	2.221	SUBJ	0.498	77.4 (49.8)
11466	notably,	SST-2.positive	31.0	33784.0	24.0	0.774	1.389	0.0	1.96	SST-2	0.557	77.4 (55.7)
12719	sadly,	STAC.Question_answer_pair	322.0	2353.0	249.0	0.773	4.1	0.015	3.579	STAC	0.197	77.3 (19.7)
6345	but	EmoBankValence.low	35.0	3293.0	27.0	0.771	1.357	0.001	1.888	EmoBankV	0.568	77.1 (56.8)
14334	by_then	SUBJ.objective	35.0	4485.0	27.0	0.771	1.548	0.001	2.195	SUBJ	0.498	77.1 (49.8)
12063	locally,	QQP.not-duplicate	74.0	206126.0	57.0	0.77	1.221	0.0	1.608	QQP	0.631	77.0 (63.1)
6346	besides,	EmoBankValence.low	26.0	3293.0	20.0	0.769	1.353	0.001	1.87	EmoBankV	0.568	76.9 (56.8)
7367	realistically,	EmoBankDominance.low	26.0	4411.0	20.0	0.769	1.254	0.001	1.675	EmoBankD	0.613	76.9 (61.3)
4553	simultaneously	Emergent.for	26.0	1108.0	20.0	0.769	1.621	0.003	2.277	Emergent	0.475	76.9 (47.5)
12066	undoubtedly,	QQP.not-duplicate	26.0	206126.0	20.0	0.769	1.22	0.0	1.601	QQP	0.631	76.9 (63.1)
14335	already,	SUBJ.objective	26.0	4485.0	20.0	0.769	1.543	0.001	2.174	SUBJ	0.498	76.9 (49.8)
14336	slowly,	SUBJ.objective	26.0	4485.0	20.0	0.769	1.543	0.001	2.174	SUBJ	0.498	76.9 (49.8)
4832	meaning,	Verifiability.unverifiable	56.0	4459.0	43.0	0.768	1.093	0.001	1.281	Verifiability	0.703	76.8 (70.3)
9975	soon,	Cola.well-formed	129.0	6744.0	99.0	0.767	1.092	0.001	1.277	Cola	0.703	76.7 (70.3)
6347	meantime,	EmoBankValence.low	133.0	3293.0	102.0	0.767	1.349	0.005	1.852	EmoBankV	0.568	76.7 (56.8)
14337	absolutely,	SUBJ.objective	30.0	4485.0	23.0	0.767	1.538	0.001	2.15	SUBJ	0.498	76.7 (49.8)
5616	still,	Informativeness.high	30.0	1938.0	23.0	0.767	1.655	0.002	2.301	Informativeness	0.463	76.7 (46.3)
4760	recently,	Verifiability.experiential	30.0	900.0	23.0	0.767	5.406	0.003	3.678	Verifiability	0.142	76.7 (14.2)
12271	naturally,	QNLI.not_entailment	47.0	48313.0	36.0	0.766	1.531	0.0	2.134	QNLI	0.5	76.6 (50.0)
12272	furthermore	QNLI.not_entailment	34.0	48313.0	26.0	0.765	1.528	0.0	2.123	QNLI	0.5	76.5 (50.0)
14338	curiously,	SUBJ.subjective	34.0	4514.0	26.0	0.765	1.524	0.001	2.118	SUBJ	0.502	76.5 (50.2)
9977	then,	Cola.well-formed	34.0	6744.0	26.0	0.765	1.088	0.0	1.263	Cola	0.703	76.5 (70.3)
7374	suddenly,	EmoBankDominance.low	156.0	4411.0	119.0	0.763	1.243	0.003	1.63	EmoBankD	0.613	76.3 (61.3)
4836	now,	Verifiability.unverifiable	63.0	4459.0	48.0	0.762	1.084	0.001	1.249	Verifiability	0.703	76.2 (70.3)
4837	essentially,	Verifiability.unverifiable	42.0	4459.0	32.0	0.762	1.084	0.0	1.249	Verifiability	0.703	76.2 (70.3)
12067	sometimes,	QQP.not-duplicate	88.0	206126.0	67.0	0.761	1.207	0.0	1.548	QQP	0.631	76.1 (63.1)
7377	significantly,	EmoBankDominance.low	46.0	4411.0	35.0	0.761	1.24	0.001	1.616	EmoBankD	0.613	76.1 (61.3)
13889	personally,	CR.positive	125.0	2151.0	95.0	0.76	1.198	0.005	1.524	CR	0.634	76.0 (63.4)
9980	coincidentally,	Cola.well-formed	83.0	6744.0	63.0	0.759	1.08	0.0	1.233	Cola	0.703	75.9 (70.3)
4762	once,	Verifiability.experiential	29.0	900.0	22.0	0.759	5.349	0.003	3.555	Verifiability	0.142	75.9 (14.2)
5617	curiously,	Informativeness.high	29.0	1938.0	22.0	0.759	1.638	0.002	2.224	Informativeness	0.463	75.9 (46.3)
6352	admittedly,	EmoBankValence.low	29.0	3293.0	22.0	0.759	1.335	0.001	1.788	EmoBankV	0.568	75.9 (56.8)
7378	recently,	EmoBankDominance.low	33.0	4411.0	25.0	0.758	1.235	0.001	1.594	EmoBankD	0.613	75.8 (61.3)
14340	sometimes,	SUBJ.subjective	33.0	4514.0	25.0	0.758	1.51	0.001	2.056	SUBJ	0.502	75.8 (50.2)
9981	plus,	Cola.well-formed	33.0	6744.0	25.0	0.758	1.078	0.0	1.225	Cola	0.703	75.8 (70.3)
12068	probably,	QQP.not-duplicate	144.0	206126.0	109.0	0.757	1.2	0.0	1.52	QQP	0.631	75.7 (63.1)
11471	still,	SST-2.positive	1094.0	33784.0	827.0	0.756	1.356	0.004	1.814	SST-2	0.557	75.6 (55.7)
12069	alternatively	QQP.not-duplicate	536.0	206126.0	405.0	0.756	1.198	0.0	1.511	QQP	0.631	75.6 (63.1)
12070	although,	QQP.not-duplicate	180.0	206126.0	136.0	0.756	1.198	0.0	1.511	QQP	0.631	75.6 (63.1)
9985	or,	Cola.well-formed	49.0	6744.0	37.0	0.755	1.074	0.0	1.213	Cola	0.703	75.5 (70.3)
11459	alternately,	SST-2.negative	49.0	26831.0	37.0	0.755	1.706	0.0	2.276	SST-2	0.443	75.5 (44.3)
9984	together,	Cola.well-formed	49.0	6744.0	37.0	0.755	1.074	0.0	1.213	Cola	0.703	75.5 (70.3)
9986	by_then	Cola.well-formed	171.0	6744.0	129.0	0.754	1.073	0.001	1.209	Cola	0.703	75.4 (70.3)
11473	plus,	SST-2.positive	431.0	33784.0	325.0	0.754	1.353	0.001	1.8	SST-2	0.557	75.4 (55.7)
14341	elsewhere,	SUBJ.objective	190.0	4485.0	143.0	0.753	1.51	0.005	2.028	SUBJ	0.498	75.3 (49.8)
11474	amazingly,	SST-2.positive	97.0	33784.0	73.0	0.753	1.35	0.0	1.789	SST-2	0.557	75.3 (55.7)
13893	amazingly,	CR.positive	32.0	2151.0	24.0	0.75	1.183	0.001	1.463	CR	0.634	75.0 (63.4)
14344	this,	SUBJ.subjective	60.0	4514.0	45.0	0.75	1.495	0.002	1.994	SUBJ	0.502	75.0 (50.2)
13876	strangely,	CR.negative	28.0	1241.0	21.0	0.75	2.05	0.003	2.537	CR	0.366	75.0 (36.6)
7383	presently,	EmoBankDominance.low	28.0	4411.0	21.0	0.75	1.223	0.001	1.546	EmoBankD	0.613	75.0 (61.3)
9988	again,	Cola.well-formed	28.0	6744.0	21.0	0.75	1.067	0.0	1.188	Cola	0.703	75.0 (70.3)
4845	maybe,	Verifiability.unverifiable	64.0	4459.0	48.0	0.75	1.067	0.0	1.189	Verifiability	0.703	75.0 (70.3)
9541	in_turn,	MRPC.paraphrase	260.0	2753.0	195.0	0.75	1.11	0.005	1.298	MRPC	0.675	75.0 (67.5)
2	similarly,	PDTB.Expansion	63.0	7633.0	47.0	0.746	1.835	0.001	2.336	PDTB	0.234	74.6 (23.4)
4848	though,	Verifiability.unverifiable	59.0	4459.0	44.0	0.746	1.061	0.0	1.17	Verifiability	0.703	74.6 (70.3)
11478	thankfully,	SST-2.positive	118.0	33784.0	88.0	0.746	1.338	0.0	1.741	SST-2	0.557	74.6 (55.7)
11480	on_the_contrary,	SST-2.positive	271.0	33784.0	202.0	0.745	1.337	0.001	1.739	SST-2	0.557	74.5 (55.7)
12276	likewise,	QNLI.entailment	51.0	48224.0	38.0	0.745	1.492	0.0	1.963	QNLI	0.5	74.5 (50.0)
9993	once,	Cola.well-formed	297.0	6744.0	221.0	0.744	1.059	0.001	1.161	Cola	0.703	74.4 (70.3)
12072	simultaneously	QQP.not-duplicate	39.0	206126.0	29.0	0.744	1.179	0.0	1.441	QQP	0.631	74.4 (63.1)
11481	coincidentally,	SST-2.positive	35.0	33784.0	26.0	0.743	1.333	0.0	1.721	SST-2	0.557	74.3 (55.7)
11462	otherwise,	SST-2.negative	368.0	26831.0	273.0	0.742	1.676	0.002	2.159	SST-2	0.443	74.2 (44.3)
9996	next,	Cola.well-formed	182.0	6744.0	135.0	0.742	1.055	0.001	1.15	Cola	0.703	74.2 (70.3)
9997	personally,	Cola.well-formed	147.0	6744.0	109.0	0.741	1.055	0.001	1.149	Cola	0.703	74.1 (70.3)
6844	historically,	EmoBankArousal.low	27.0	3169.0	20.0	0.741	1.438	0.001	1.871	EmoBankA	0.515	74.1 (51.5)
5923	previously,	Implicature.low	27.0	2231.0	20.0	0.741	1.391	0.001	1.803	Implicature	0.533	74.1 (53.3)
4852	well,	Verifiability.unverifiable	54.0	4459.0	40.0	0.741	1.054	0.0	1.147	Verifiability	0.703	74.1 (70.3)
10453	in_contrast,	MNLI.contradiction	1596.0	134101.0	1182.0	0.741	2.223	0.002	2.571	MNLI	0.333	74.1 (33.3)
8037	especially,	PersuasivenessEloquence.low	50.0	600.0	37.0	0.74	1.006	0.0	1.018	PersuasivenessEloquence	0.735	74.0 (73.5)
12073	firstly,	QQP.not-duplicate	2005.0	206126.0	1483.0	0.74	1.173	0.001	1.419	QQP	0.631	74.0 (63.1)
12074	further,	QQP.not-duplicate	451.0	206126.0	333.0	0.738	1.171	0.0	1.412	QQP	0.631	73.8 (63.1)
14346	finally,	SUBJ.subjective	61.0	4514.0	45.0	0.738	1.471	0.002	1.9	SUBJ	0.502	73.8 (50.2)
11463	inevitably,	SST-2.negative	202.0	26831.0	149.0	0.738	1.666	0.001	2.124	SST-2	0.443	73.8 (44.3)
11483	in_turn,	SST-2.positive	114.0	33784.0	84.0	0.737	1.322	0.0	1.682	SST-2	0.557	73.7 (55.7)
4859	in_the_meantime,	Verifiability.unverifiable	38.0	4459.0	28.0	0.737	1.049	0.0	1.13	Verifiability	0.703	73.7 (70.3)
6835	suddenly,	EmoBankArousal.high	140.0	2985.0	103.0	0.736	1.517	0.006	1.948	EmoBankA	0.485	73.6 (48.5)
5328	then,	Formality.high	34.0	1964.0	25.0	0.735	1.526	0.002	1.957	Formality	0.482	73.5 (48.2)
12277	elsewhere,	QNLI.not_entailment	317.0	48313.0	233.0	0.735	1.469	0.001	1.885	QNLI	0.5	73.5 (50.0)
6360	perhaps,	EmoBankValence.low	64.0	3293.0	47.0	0.734	1.292	0.002	1.625	EmoBankV	0.568	73.4 (56.8)
14348	so,	SUBJ.subjective	45.0	4514.0	33.0	0.733	1.462	0.001	1.869	SUBJ	0.502	73.3 (50.2)
13877	really,	CR.negative	45.0	1241.0	33.0	0.733	2.004	0.005	2.378	CR	0.366	73.3 (36.6)
12280	meanwhile,	QNLI.not_entailment	71.0	48313.0	52.0	0.732	1.463	0.0	1.867	QNLI	0.5	73.2 (50.0)
12281	admittedly,	QNLI.not_entailment	198.0	48313.0	145.0	0.732	1.463	0.0	1.866	QNLI	0.5	73.2 (50.0)
6361	maybe,	EmoBankValence.low	41.0	3293.0	30.0	0.732	1.287	0.001	1.609	EmoBankV	0.568	73.2 (56.8)
3	for_example	PDTB.Expansion	67.0	7633.0	49.0	0.731	1.798	0.001	2.209	PDTB	0.234	73.1 (23.4)
10010	eventually,	Cola.well-formed	249.0	6744.0	182.0	0.731	1.04	0.001	1.104	Cola	0.703	73.1 (70.3)
12076	nationally,	QQP.not-duplicate	104.0	206126.0	76.0	0.731	1.159	0.0	1.372	QQP	0.631	73.1 (63.1)
10011	unsurprisingly,	Cola.well-formed	63.0	6744.0	46.0	0.73	1.039	0.0	1.101	Cola	0.703	73.0 (70.3)
12077	already,	QQP.not-duplicate	37.0	206126.0	27.0	0.73	1.157	0.0	1.367	QQP	0.631	73.0 (63.1)
10013	already,	Cola.well-formed	37.0	6744.0	27.0	0.73	1.038	0.0	1.099	Cola	0.703	73.0 (70.3)
7395	by_then	EmoBankDominance.low	74.0	4411.0	54.0	0.73	1.189	0.001	1.43	EmoBankD	0.613	73.0 (61.3)
5330	initially,	Formality.high	37.0	1964.0	27.0	0.73	1.514	0.002	1.917	Formality	0.482	73.0 (48.2)
6843	and	EmoBankArousal.high	74.0	2985.0	54.0	0.73	1.504	0.003	1.905	EmoBankA	0.485	73.0 (48.5)
10014	surely,	Cola.well-formed	107.0	6744.0	78.0	0.729	1.037	0.0	1.096	Cola	0.703	72.9 (70.3)
5929	currently,	Implicature.low	59.0	2231.0	43.0	0.729	1.368	0.003	1.724	Implicature	0.533	72.9 (53.3)
10015	frankly,	Cola.well-formed	129.0	6744.0	94.0	0.729	1.037	0.0	1.095	Cola	0.703	72.9 (70.3)
11490	arguably,	SST-2.positive	975.0	33784.0	710.0	0.728	1.307	0.003	1.629	SST-2	0.557	72.8 (55.7)
11491	truly,	SST-2.positive	3342.0	33784.0	2433.0	0.728	1.306	0.009	1.627	SST-2	0.557	72.8 (55.7)
12078	alternately,	QQP.not-duplicate	1307.0	206126.0	951.0	0.728	1.154	0.0	1.356	QQP	0.631	72.8 (63.1)
7396	soon,	EmoBankDominance.low	33.0	4411.0	24.0	0.727	1.185	0.001	1.417	EmoBankD	0.613	72.7 (61.3)
9706	technically,	RTE.entailment	77.0	1395.0	56.0	0.727	1.443	0.006	1.818	RTE	0.504	72.7 (50.4)
10022	instead,	Cola.well-formed	110.0	6744.0	80.0	0.727	1.035	0.0	1.089	Cola	0.703	72.7 (70.3)
